stid,site.name,lat,long,area,type
241,Beach Lake,65.22165357441554,-127.04683752861625,246,Lacu
13899,Lac Triangle,48.704581521616554,-65.41356008231747,298,Lacu
2562,Lac à la Tortue,45.55142245647644,-73.31513687349499,193,Lacu
206,Andy Lake,64.64501123527644,-128.08042026774658,45,Lacu
1585,Lily Lake,59.203198932719864,-135.39519408592318,12,Lacu
1944,Radtke Lake,43.397038278592724,-88.09524445730312,2.4,Lacu
10142,LaSalle Lake,47.337538702850175,-95.17084386045454,99.2,Lacu
2521,Sugarloaf Pond,47.61588193107826,-52.67213363373517,51,Lacu
1813,Pickerel Lake,45.50595597962284,-97.2738590034048,271,Lacu
10284,Taquitz Meadow,33.76837311917305,-116.6657102782317,46,Lacu
1841,Pitcher Bog,44.82403258220439,-79.98323244429558,35,Palu
1899,Porphyry Lake,48.908785116109726,-123.8293316617856,10,Lacu
10158,Devlins Park,40.00069151468075,-105.56189479584722,147,Palu
2493,Slow River,63.03053055628806,-100.75408809131501,301,Fluvial
1634,Main-à-Dieu,45.97939363490419,-59.84355127461488,28,Lacu
2815,Baie du Diana,60.78225592055707,-69.82796498551576,248,Lacu
6514,Goose Lake,44.98817893991222,-94.58660755968755,53,Lacu
2806,Van Nostrand Lake,43.997452455241515,-79.38385041158737,204,Lacu
1562,Lake Six,48.39540776031548,-81.31677395587742,205,Lacu
303,Brandreth Bog,43.914886363949456,-74.67912606882109,33,Palu
11584,St. Lawrence Island Section 3,63.67350942955655,-171.58641282332368,301,Palu
1713,Mordsger Lake,51.38168642346049,-94.24586437273948,127,Lacu
486,Columbine Ranch Fen,37.60805646634439,-107.808333,232,Fen
2952,Found Lake,45.54955059961673,-78.63562669301187,131,Lacu
2210,Rose Swamp,44.17783094633366,-79.44373157172359,199,Palu
826,Fresh Pond,41.160208343764815,-71.57873632531813,94,Lacu
1659,Wapizagonke,46.72469454888216,-73.03435887564186,288,Lacu
10287,Allenberg Bog,42.249649541232955,-78.87461544067865,77,Palu
797,Lac Faribault,58.863091276558755,-71.71680139216342,95,Lacu
1629,Lynn Lake,56.8386716799113,-101.04435407243803,211,Lacu
563,West Sand Lake Peat Bog,42.63663779895702,-73.5987640654164,249,Palu
1953,Ra Lake,65.2363199227362,-126.4149913579203,48,Lacu
2261,Sarnia Elk Site Section,42.97800725134907,-82.31723340797055,301,?
10208,Las Flores Arroyo,33.290294701037524,-117.4635779524726,26,Alluvial
2546,Ten Lakes,37.90102213653465,-119.53035011941843,186,Lacu
1118,Keystone Ironbog,38.86285359812208,-107.03562637169179,11,Palu
1103,Humber Pond 5,43.64268323870702,-79.4885739216343,102,Lacu
207,Angal Lake,67.13208426754018,-153.89739503018532,189,Lacu
2560,Tonawa Lake,44.85022242533061,-77.17785215673139,267,Lacu
1725,Muscotah Marsh,39.52862508408725,-95.51584052112635,301,Palu
10106,South Dansville Buried Peat,42.49070642642652,-77.6434362172081,12,Palu
11606,Steel Lake,46.97447622523515,-94.68363905902973,23,Lacu
1481,Kinsman Pond,44.1359327009488,-71.73317613137978,183,Lacu
745,Upper Wallface Pond,44.14801773073373,-74.05619916167112,49,Lacu
1788,Palace Pier Section,43.619956984345976,-79.4774187981581,301,Fluvial
1776,Opabin Lake,51.34065075414816,-116.31202464054476,180,Lacu
1975,Vallée de l'Albion,45.668557579284574,-71.32552289540075,286,Lacu
10132,Ozawindib Lake,47.23023564745738,-95.2719312192457,48,Lacu
2294,Shangri-La Bog,53.26518288414929,-132.4068974144452,44,Palu
2856,Whyac Lake,48.67207132243002,-124.84239044715339,236,Lacu
1816,Peatsah Section,43.32955912518246,-79.8180153742744,301,Fluvial
1667,McLaughlan Lake,45.36223081688292,-76.5557713381614,225,Lacu
2784,Twin Lakes (CA:British Columbia),50.78526075671813,-116.36155576994865,78,Lacu
9761,Twelve Mile Coulee,50.205791287851675,-111.64074595187265,52,Lacu
10220,Twin Lake,49.320733918649864,-119.7263616756551,30,Lacu
10427,Allen Lake,46.224199094271206,-89.1721982321848,31,Lacu
13680,Chihuahuenos Bog,36.04763416594924,-106.51017564207969,203,Palu
6515,Olson Lake,46.51134639278445,-93.65845963367998,5.5,Lacu
1102,Humber Pond 3,43.63978843161127,-79.4817255548225,39,Lacu
231,Barrett Lake,37.595727539754726,-119.00665498112303,114,Lacu
11706,Lismore Section,45.70612478929898,-62.2724622379549,301,Fluvial
10248,Little Green Valley Meadow,34.23379506786876,-117.0520075567984,113,Palu
10374,Caribou Lake (MS-74-15),73.5151392969838,-120.27559643674749,89,Lacu
979,Hawke Hills Kettle,47.3236518944371,-53.13283387257201,6,Lacu
1357,Johnson River Bog,63.71051096748833,-144.6486095735935,171,Lacu
1558,Lake LR3,58.57699474494327,-75.2443725255191,31,Lacu
1976,Redrock Lake,40.08199541149682,-105.54148158314842,2.8,Lacu
1842,Pixie Lake,48.59522101719482,-124.19732492702359,5.9,Lacu
10393,Rock Lake,60.454221962222775,-150.25262110855104,115,Lacu
305,Brophy Ditch,43.22127130601562,-81.7302994764568,13,Ditch
830,Saint-Gabriel,46.27709795069731,-73.47607067972761,239,Lacu
11805,Lost Swamp,42.82737301636922,-72.42012551311677,107,Palu
321,Cahaba Pond,33.50105615887189,-86.5327122360984,0.2,Lacu
1413,Kennys Pond,47.59042707671829,-52.71503699308438,266,Lacu
11804,HF077 Cental Plot,42.82743012392882,-72.42018619035218,19,Lacu
10553,Rife Swamp,43.46765702852092,-79.98568370724125,206,Palu
8,Abalone Rocks Marsh,33.95581984354922,-119.97763324291098,2.7,Palu
11808,HF077 South Plot,42.827662815280114,-72.42028000493971,19,Lacu
10115,Titaluk River Exposure 1,69.7111217931677,-155.21238898035242,301,Palu
10116,Titaluk River Exposure 2,69.71091080639216,-155.212350951596,301,Palu
2291,Saint-Francois de Sales,48.29469862274478,-72.14706759345837,62,Lacu
1957,Rattle Lake,49.34969807420909,-92.69926556964165,167,Lacu
11596,Homer Beach,59.63403817526695,-151.51266057512836,301,Beach
2187,L'Anse aux Meadows Road Cut Bog,51.599885435688925,-55.5292660450011,301,Palu
757,Eagle Lake Bog,44.166938080845675,-71.66728021369725,149,Palu
1898,Pond Mills Pond,42.91603601649315,-81.24979203023832,7,Lacu
11587,Circle Lake,59.800596978929434,-151.15974666337354,104,Lacu
1945,Rivière-aux-Feuilles 1,58.23306580042523,-72.06745738821166,83,Lacu
501,Cottonwood Pass Pond,38.82869987600016,-106.41081705762225,9,Lacu
2296,Mont Shefford,45.3590378978031,-72.58421872568861,1.3,Lacu
2785,Twin Lakes,37.46921274621068,-108.10288407776396,0.2,Lacu
8567,Adeline Lake,46.30278163396062,-91.16611359759428,1.2,Lacu
2533,Szabo Pond,40.39968324537419,-74.48345897025565,24,Lacu
951,Green Point Pond,49.67000615294805,-57.94980034902881,3,Lacu
1574,Little Bayou Sara Site 4J,30.961669214236174,-91.48100195797369,301,Fluvial
1356,Joes Pond,48.23998606981641,-58.23999714784327,1,Lacu
10556,Webbs Lake,44.1670666666667,-78.1025,6.215,NA
11736,Spirea Wetland,43.26191,-80.2592416666666,0.2985,NA
11588,Clam Gulch,60.223929999999974,-151.36293500000002,73,Lacu
11598,Lake Minchumina,63.89085499999998,-152.238915,138,Lacu
10414,Weeks Bay,30.41040999999997,-87.83388999999998,133,Marine
1355,Joe Lake,66.76666699999998,-157.21666699999997,103,Lacu
11572,Snipe Lake,60.62600999999998,-154.30347499999996,58,Lacu
11609,Little Swift Lake,60.21647499999999,-159.76567000000003,261,Lacu
10249,Makika Crater,20.560074999999983,-156.56882,184,Crater
9717,"Devils Lake, Creel Bay",48.08589999999997,-98.92934999999999,216,Lacu
10359,Laysan Island Lake,25.767999999999994,-171.73279999999997,293,Lacu
2275,Lake Selby,66.86674999999997,-155.68655,227,Lacu
10453,Grandfather Lake,59.79623,-158.53995000000003,54,Lacu
10455,Ongivinuk Lake,59.56781,-159.35797500000004,213,Lacu
11585,Windmill Lake,63.658899999999974,-148.80525,290,Lacu
11752,Runway Ruin,33.53749999999997,-110.885,301,?
11753,Monitor,33.53749999999997,-110.885,301,?
11754,Columbus,33.53749999999997,-110.885,301,?
11756,Multigrade,33.53749999999997,-110.885,301,?
11778,East Ruin,33.53749999999997,-110.885,301,?
11783,Refugia Ruin,33.53749999999997,-110.885,301,?
10363,Lilypad Lake,36.98228999999997,-118.99407,198,Lac/Pal
10186,Balsam Lake,42.02878499999997,-74.60420500000001,74,Lacu
1711,Moon Lake,46.85591999999997,-98.15984,295,Lacu
10439,Larix laricina Site 4,57.71916666666663,-75.81347222222222,301,?
10440,Larix laricina Site 5,57.71916666666663,-75.81347222222222,301,Palu
11702,Hillsboro Site,46.06676999999998,-61.354865,301,?
370,Lac Ciel Blanc,59.51666699999998,-122.166667,276,Lacu
9798,Dog Lake,50.78054499999998,-115.92976999999999,148,Lacu
10192,Spillway Pond,56.23997499999998,-130.068815,64,Lacu
10322,Oregon Jack Creek (#1),50.65549999999998,-121.46950000000001,301,Fluvial
1600,Little Lake,44.668194999999976,-63.93664,18,Lacu
10225,Lantz Site,44.97979699999998,-63.48817,301,Palu
10354,Joggins Section (MS-82-44),44.38969999999998,-64.7,301,Palu
11728,East Milford Gypsum Quarry,45.012659999999975,-63.41798,301,?
10159,Don Brickyard Interglacial Section,43.68599999999998,-79.366,301,Palu
1616,Sainte-Croix de Lotbinière,46.605832999999976,-71.775,301,?
10441,Larix laricina Site 10,57.85412500000002,-72.777555,301,?
2535,Tangle Lakes,63.02944399999998,-146.063333,262,Lacu
11601,Watana Triangle Pond,62.84288499999998,-148.24701,207,Lacu
13897,Corser Bog,60.52995999999998,-145.45452,135,Palu
673,Dinkey Meadow,36.99999999999998,-119.083333,301,Palu
10107,Lost Park,39.29489999999998,-105.53829999999999,196,Palu
1609,Long Lake,36.00555599999998,-108.833333,252,Lacu
1661,Mayberry Well,33.69999999999998,-108.3,301,Palu
2527,Sutherland Pond,41.391388999999975,-74.037778,299,Lacu
1703,Mirror Pool,46.52583299999998,-97.241389,67,Lacu
2938,Woodworth Pond,47.14999999999998,-99.233333,25,Palu
2561,Tonquin Creek,52.73333299999999,-118.36666700000002,301,Fluvial
10320,Bull Canyon (#1),52.08779999999999,-123.3705,301,?
667,Devon Island Glacier,75.34999999999998,-82.49999999999999,72,Ice
11792,Peloncillo Mountains,32.289083333333366,-109.09416666666648,301,?
13455,Kettle Lake,48.60711999999998,-103.62398999999998,272,Lacu
2506,Spring Lake,55.511388999999994,-119.58333299999998,65,Lacu
2526,Surprise Lake,49.31969,-122.562125,0.37,NA
10123,Eagle Lake,51.040645000000005,-118.153765,4,Lacu
10319,Buckbean Bog,49.119049999999994,-119.68304999999998,242,Palu
10340,Crater Lake,49.192249999999994,-120.09585000000001,202,Lacu
10370,Moraine Bog,51.330000000000005,-124.90000000000002,17,Palu
13375,Cooley Lake,49.49136000000001,-117.64519499999999,27,Lacu
6519,Little Dyke Lake,45.385499999999986,-63.55975000000001,123,Lacu
660,Lac Demain,62.050000000000004,-118.69999999999999,219,Lacu
10349,Grassy Lake,39.700855,-120.664685,4.4,NA
8561,West Olaf Lake,46.5986,-96.18675,58.1,Lacu
14147,Paa-ko,35.208499999999994,-106.31199999999998,301,Rock
1222,Spiritwood Lake,47.074695,-98.58660000000002,200,Lacu
1676,Medicine Lake,44.98418999999999,-97.350125,155,Lacu
2858,Wilcox Pass,52.241667,-117.21666700000002,124,Palu
1618,Louise Pond,52.946429999999985,-131.764345,86,Lacu
10216,Rasberry Bog,57.484394999999985,-130.829355,71,Palu
10407,Testalinden Lake,49.11972999999999,-119.67689999999999,179,Lacu
11925,NEL03,49.49640499999998,-116.905,8,Lacu
770,E Lake,50.69095,-99.65835,3.88,NA
814,John Klondike Bog,60.35666699999999,-123.646667,301,Palu
2392,Sleet Lake,69.28333299999998,-133.583333,2,Lacu
2532,Sweet Little Lake,67.65000000000002,-132.016667,244,Lacu
13643,Lake KR02 (unofficial name),71.34399999999998,-113.78145,273,Lacu
10343,Donard Lake,66.66199999999999,-61.787800000000004,80,Lacu
11928,TK-2 Lake,66.34784,-104.945735,5.254,NA
2947,Lac Yelle,48.50388899999999,-79.637778,153,Lacu
10402,Swan Lake,43.95059999999999,-79.41435,212,Lacu
10505,Twiss Marl Pond,43.44083000000002,-79.95551,66,Lacu
10550,Kilbride Swamp,43.46458333333334,-79.9154166666667,301,Palu
10551,Mark Pond,51.839861111111084,-89.61541666666665,300,Lacu
837,Lac Geai,45.99583299999998,-73.992778,125,Lacu
1000,Tourbière de Lanoraie HENRI,45.988888999999986,-73.3,269,Palu
1556,Lake LB1,57.91666699999998,-75.616667,159,Lacu
1636,Tourbière du lac Malbaie,47.59722199999999,-70.976389,181,Palu
1954,Ramsay Lake,45.600000000000016,-76.1,118,Lacu
275,BL-Tombigbee,33.563332999999986,-88.474444,301,?
993,Healy Lake,63.999999999999986,-144.75,109,Lacu
1503,Kollioksak,66.96666699999999,-156.45,101,Lacu
1748,Niliq Lake,67.86666699999999,-160.433333,150,Lacu
2940,Point Woronzof Peat Section,61.12000000000001,-149.48,301,Palu
9976,Deuce Lake,64.86411999999999,-147.94008,98,Lacu
10019,Meade River bluff,70.47500500000001,-157.34207,215,Palu
10102,Xindi Lake,67.11123499999998,-152.491385,260,Lacu
10212,Jan Lake,63.56466000000002,-143.91772,210,Lacu
10214,Paradox Lake,60.62287999999998,-150.75903,209,Lacu
10346,Onion Portage,67.08224999999999,-158.14735,264,Palu
10385,Nutella Lake,63.052000000000014,-147.39172,90,Lacu
10386,Swampbuggy Lake,63.054549999999985,-147.42066,259,Lacu
10537,Red Green Lake,68.65420999999999,-149.68123500000002,45,Lacu
10538,Tukuto Lake,68.4988,-157.0301,68,Lacu
10539,Upper Capsule Lake,68.63144444444443,-149.416925,117,Lacu
11574,Oil Lake,70.29222222222224,-151.1668055555555,162,Lacu
11579,Sithylemenkat Lake,66.12399,-151.391555,185,Lacu
11599,Mosquito Pond,63.98644499999999,-145.54014999999998,221,Lacu
11600,Otto Lake,63.842249999999986,-149.035575,136,Lacu
11604,Zagoskin Lake,63.448469999999986,-162.10838,292,Lacu
13000,Aghnaghak,63.656005000000015,-171.553815,301,Palu
14150,Tumacacori,31.566499999999984,-111.048,301,?
10282,Skunk Cabbage Meadow,33.77399999999999,-116.666,233,Palu
8585,Horseshoe Lake,38.6867,-90.10375,1426.6,Lacu
2574,Tunica Bayou Site 22,30.962777999999986,-91.519444,301,Palu
29,Lake Allie,44.8036,-94.5579,203.8,Lacu
1701,Lake Minnie,47.244755,-95.007715,30.1,Lacu
2933,Wolsfeld Lake,45.005015,-93.57276,14.8,Lacu
10415,White Lake,40.99966999999998,-74.91347,217,Lacu
249,Belmont Bog,42.249999999999986,-77.916667,103,Palu
803,Fernbank Interglacial,42.54999999999998,-76.62,301,?
1775,"Lake Ontario, Mississauga Basin",43.55666699999998,-78.15,97,Lacu
2863,Winter Gulf Site,42.56111099999998,-78.933889,301,Palu
10155,Byron-Bergen Swamp (Site 2),43.098159999999986,-78.002715,277,Palu
10189,Maple Lake,41.935419999999986,-74.75772,291,Lacu
10280,Devil's Bathtub,43.024689999999985,-77.57376,55,Lacu
10424,Ballston Lake,42.94974999999999,-73.85325,116,Lacu
10518,Pawelski Farm,41.33394999999999,-74.43065,301,Ditch
10080,Wendel site,46.43311499999999,-98.28941,15,Palu
10285,Tipi Ring Site (32OL270),47.22099999999999,-101.34899999999999,301,?
2839,White Pond,34.16758999999998,-80.77616,190,Lacu
10231,Ocean Drilling Program Site 1059 MIS 5 (Core 5),31.734999999999985,-75.53,301,Marine
2575,Tunica Bayou Site 23,30.96194400000001,-91.519444,301,Palu
488,Comb Lake,49.690000000000005,-57.709999999999994,5,Lacu
1790,Paradise Lake,53.050000000000004,-57.74999999999999,175,Lacu
1606,Lone Fox Lake,56.716666999999994,-119.716667,222,Lacu
10145,Cassiope Pond,50.16662499999999,-127.752025,22,Lacu
10174,Mahoney Lake,49.29010499999999,-119.58234,119,Lacu
10217,Richter Marsh,49.03399999999999,-119.64850000000001,301,Palu
10421,Woods Lake,51.00436500000001,-127.269325,161,Lacu
13376,Gerry Lake,53.64544999999999,-121.50548,223,Lacu
10497,Silcox Core 52,57.20541666666664,-94.185,301,Palu
10488,Island Lake,47.83025499999999,-66.18226999999999,257,Lacu
270,Bishops Falls,48.93611099999999,-55.505556,174,Lacu
2295,Shaws Bog,45.01666699999999,-64.183333,251,Palu
10485,Brier Island Bog MS-85-22,44.258194444444456,-66.36777777777775,301,Palu
294,Bondi Section,42.088055999999995,-82.6375,301,Gravel Pit
825,Frenchmens Bay,43.81999999999999,-79.1,93,Lacu
1749,Nina Lake,46.599999999999994,-81.5,289,Lacu
1795,Parkhill Creek,43.18000000000001,-81.75,301,Fluvial
763,East Baltic Bog,46.408333000000006,-62.15,284,Lacu
1903,Portage Bog,46.673610999999994,-64.075,256,Palu
330,Tourbière Caribou,47.639722000000006,-71.235833,168,Lacu
668,Diana Cordeau,60.93888900000001,-69.971944,301,?
670,Diana 500,60.97888900000001,-69.991944,301,?
1551,Lake EC2,56.023332999999994,-74.945,137,Lacu
1947,Tourbière de la Rivière-aux-Feuilles,58.23277800000001,-72.066944,301,Palu
2253,Lac à Sam,46.65416700000001,-72.978889,218,Lacu
11719,Ile d'Entree Site,47.27137999999999,-61.71192,301,?
969,Hafichuk Site,50.320555999999996,-105.883889,141,Lacu
1723,Munday Creek,60.03333299999999,-141.966667,301,?
10288,Arrow Lake,60.75205499999999,-150.516965,126,Lacu
11589,Eightmile Lake,63.888645000000004,-149.2518,152,Lacu
11595,Kalifonsky Beach,60.48344500000001,-151.262085,301,Palu
11597,Longmere Lake,60.50089499999999,-150.90992,132,Lacu
11603,Wiener Lake,61.81077999999999,-148.16984,176,Lacu
12999,Naskak,63.64101166666665,-171.45400999999998,301,Palu
13454,Lake Hill,57.17824000000001,-170.24827,38,Lacu
10369,Mono Lake,38.00794999999999,-119.0255,165,Lacu
11617,Cumbres Bog,37.02174499999999,-106.45052,250,Palu
11560,Lake Cleveland,42.32129,-113.64955,9.7,Lacu
10091,Elk Lake,47.18919,-95.21787,118.1,Lacu
10121,St. Clair Lake,46.80338,-95.88068,57.5,Lacu
1607,Lonesome Lake,44.13999999999999,-71.701111,41,Lacu
819,Forge Pond,40.85583299999999,-74.399167,282,Lacu
2508,Spruce Pond,41.23687,-74.1833,3.5332,NA
2805,Valhalla Hollow,44.30861099999999,-74.370833,14,Lacu
10188,Heart's Content Bog,42.240500000000004,-73.975,88,Palu
10348,Goose Bay Marsh,44.35113499999999,-75.87042,128,Palu
10515,Binnewater Pond,41.409349999999996,-74.551335,279,Lacu
11607,Piermont Marsh,41.027635,-73.908375,91,Palu
665,"Devils Lake, Main Bay",48.031535,-98.95059499999999,99,Lacu
1990,Rice Lake,48.00942,-101.53972,143,Lacu
2304,Silver Lake,41.25182,-74.98612,56,Lacu
10160,Emrick Lake,43.800155,-89.59428,13.1,Lacu
499,Cottonwood Slough,52.866667,-118.1,24,Palu
512,Crowfoot Lake,51.65,-116.416667,17,Lacu
759,Eaglenest Lake,57.766667,-112.1,807,Lacu
1135,January Cave [EbPp-Vp],50.1883333333333,-114.518333333333,301,Cave
1638,Maligne Lake,52.733333,-117.616667,5096.9,NA
2556,Toboggan Lake,50.815305,-114.59946,0.5,Lacu
10274,Chalmer's Bog (PL-78-37),50.645250000000004,-114.5435,5,Palu
14049,Sunwapta Pass Bog 2,52.214259999999996,-117.16168,4,Palu
14055,Sunwapta Pass Bog 6,52.21728,-117.19451000000001,26,Palu
14056,Sunwapta Pass Bog 1,52.214259999999996,-117.181465,2,Palu
296,Boone Lake,55.575,-119.433333,167,Lacu
788,East Sooke Fen,48.351944,-123.681667,0.1,NA
805,Fiddler's Pond,56.25,-121.42,5.46,NA
1838,Pinecrest Lake,49.49313,-121.432065,130,Lacu
2496,Snowshoe Lake,57.45,-120.666667,8,NA
2825,Walker Lake,48.529167,-124.002222,0.38,NA
10153,Pyrola Lake,50.183195,-127.69799499999999,1,Lacu
10171,Berendon Fen,56.24278,-130.055465,134,Palu
10183,Skinny Lake,57.59498,-130.095975,154,Lacu
10321,Bull Canyon (#2),52.0878,-123.37049999999999,301,?
10323,Oregon Jack Creek,50.6555,-121.46950000000001,301,Fluvial
13682,Drizzle Bog,53.935385,-132.10562,2.5,Palu
14031,Hippa Lake,53.53188,-132.97624,32,Lacu
810,Beaverhouse Lake,54.742222,-101.681667,7.2,Lacu
1662,Mayflower Lake,45.302778000000004,-66.070833,6.788,NA
2959,Basswood Road Lake/Splan Pond,45.255556,-67.330556,4,Lacu
24,Alexander Lake,53.333333,-60.583333,38,Lacu
27,Aliuk Pond,54.583333,-57.366667,9.1,Lacu
297,Border Beacon,55.333333,-63.2,130,NA
334,Caribou Hill,55.666667,-63.25,65,NA
1566,L'Anse aux Meadows Site,51.573333,-55.55,2.24,NA
1599,Lake Hope Simpson,52.45,-56.433333,65,NA
1763,Northwest River Pond,53.516667,-60.166667,0.8,Lacu
2190,Robinson's Pond,48.26,-58.8,12.29,NA
2257,Sandy Cove Pond,54.4,-57.716667,109,Lacu
1534,Lac à Magie,44.263889,-66.079167,0.6612,NA
10378,Blomidon Section MS-89-16,45.2235,-64.3751,301,Ditch
248,Bell's Lake,65.016667,-127.483333,1.2,NA
1408,Keele Lake,64.166667,-127.616667,9,NA
1648,M Lake,68.266667,-133.466667,69.288,NA
