"","stid","dsid","name","lat","long","area","edited","notes","type","avg_int","max_int","controls","Core top","Biostratigraphic, pollen","Radiocarbon","Radiocarbon, average of two or more dates","Deglaciation","Guess","Tephra","Radiocarbon, reservoir correction","Extrapolated","Core bottom","Annual laminations (varves)","Interpolated","Other dating methods","Radiocarbon, calibrated","Sediment stratigraphic","Ambrosia rise","X23","European settlement horizon","Lead-210","Introduced Pinus rise","Tsuga decline","Radiocarbon, calibrated from calendar years","Radiocarbon, infinite","Heinrich stadials","Interpolated, corrected for compaction","Stratigraphic","Picea decline","Historical fire","Historical documentation","Biostratigraphic","Casuarina rise","Caesium-137","Salsola rise","Geochronologic","Marine isotope stage event"
"1285",10363,15766,"Lilypad Lake",36.98229,-118.99407,2.9,NA,NA,NA,3054,8510,6,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",10364,15768,"Lost Lake",45.824085,-123.5793,6,NA,NA,NA,1288.33333333333,2672,7,1,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",10368,15776,"McMurray Lake",39.4604,-120.64864,4.7,NA,NA,NA,3142.25,7666,5,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",10369,15778,"Mono Lake",38.00795,-119.0255,15000,NA,NA,NA,720.066666666667,7655,16,1,NA,9,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",10385,15811,"Nutella Lake",63.052,-147.39172,2,NA,NA,NA,1359.2,2020,6,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",10386,15814,"Swampbuggy Lake",63.05455,-147.42066,14,NA,NA,NA,602.6,1120,11,1,NA,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",10389,15820,"Prospect Hill II",42.5625,-72.18,0,3,"Minimum info on location",NA,132.5,184,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",10390,15821,"Prospect Hill VII",42.5625,-72.18,0,3,"Minimum info on location",NA,132.5,184,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",10392,15825,"Pascagoula Marsh",30.391,-88.5855,4650,NA,NA,NA,850.8,1534,6,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",10393,15827,"Rock Lake",60.45365,-150.2538,3,NA,NA,NA,1025,1025,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",10395,15831,"Sandy Run Creek",32.572,-83.0795,NA,NA,NA,NA,3167.125,10110,9,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",10399,15855,"Sheep Mountain Bog",47.078,-113.835,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",10400,15856,"Slab City",42.508,-72.1775,0,3,"Minimum info on location",NA,132.5,184,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",10400,15857,"Slab City",42.508,-72.1775,0,3,"Minimum info on location",NA,132.5,184,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",10405,15864,"Swan Lake",28.04246,-97.171305,NA,NA,NA,NA,1538.5,3690,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300",10410,15876,"Tulare Lake",36.052,-119.78,NA,NA,NA,NA,2133.69230769231,8260,14,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",10411,15878,"Tumalo Lake",44.02195,-121.5425,7,NA,NA,NA,1354,3497,9,1,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",10412,15882,"Warner Lake",46.11935,-92.03985,9.3,2,"Confirmed lake/loc: Tweiten et al 2009","Lac",491,800,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",10413,15886,"Crystal Lake",42.234015,-88.357005,93.1,2,"Confirmed lake: Gonzales and Grimm 2009","Lac",367.810810810811,1220,38,1,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",10414,15888,"Weeks Bay",30.41041,-87.83389,1500,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",10414,15889,"Weeks Bay",30.41041,-87.83389,1500,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",10415,15892,"White Lake",40.99967,-74.91347,26,NA,NA,NA,491.666666666667,7590,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",10416,15893,"Wildcat Lake",46.7273,-118.15832,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",10417,15894,"Wildhorse Lake",42.629125,-118.588595,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309",10422,15904,"Divers Lake",43.04099,-78.399245,3,NA,NA,NA,1141.44444444444,2180,12,1,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",10424,15909,"Ballston Lake",42.94975,-73.85325,65,NA,NA,NA,1841.5,4120,7,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",10427,15914,"Allen Lake",46.224985,-89.17057,0,1,"Confirmed lake, site description","Lac",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",10428,15916,"Kerr Lake",46.24378,-89.2758,3.2,2,"Confirmed lake and peatland: Brugam and Johnson 97","Lac and Pal",7564,7564,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",10429,15919,"Crooked Lake",46.24525,-89.29409,251.9,2,"Confirmed lake, Brugam et al 1997","Lac",2030.8,3645,6,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",10429,20695,"Crooked Lake",46.24525,-89.29409,251.9,2,"Confirmed lake, Brugam et al 1997","Lac",8.26666666666667,24,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315",10429,20697,"Crooked Lake",46.24525,-89.29409,251.9,2,"Confirmed lake, Brugam et al 1997","Lac",-0.0769230769230769,24,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",10430,15922,"Jay Lake",46.23435,-89.28155,2.8,2,"Confirmed lake. Changed area: Ewing 2002","Lac",1332.28571428571,2910,8,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317",10431,15925,"Lake O' Pines",46.140435,-89.2553,4,2,"Confrimed lake/loc: site descirption, Ewing 2002","Lac",1849.33333333333,3430,7,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",10433,15931,"Green Pond",42.56705,-72.5108,5,2,"Changed area: Fuller et al 1998","Lac",104.6,870,6,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",10434,15933,"Lily Warwick",42.68839,-72.337185,0.8,2,"Confirmed pond: Fuller et al 1998","Lac",250,250,7,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320",10435,15935,"Little Mirror Lake",42.524435,-71.60848,5,2,"Changed area: Fuller et al 1998","Lac",250,250,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",10436,15939,"SRM-1",25.3527777777778,-81.1144444444444,37.7,NA,NA,NA,607.272727272727,1740,12,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",10437,15942,"Otter Pond",42.65485,-72.53319,3.1,2,"Changed area: Fuller et al 1998","Lac",411.333333333333,520,5,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",10438,15944,"Silver Lake",42.600775,-72.22854,7.1,2,"Changed area: Fuller et al 1998","Lac",301.666666666667,535,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324",10446,15962,"Bakken Lake",47.69035,-96.2311,8.3,3,"Could not confirm lake with description or pubs.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",10447,15963,"Chicog Lake",47.66965,-96.183,5.1,3,"Could not confirm lake with description or pubs.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326",10448,15965,"Qually Pond",47.683165,-96.20294,9,3,"Could not confirm lake with description or pubs.",NA,11752,11752,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327",10449,15967,"Stoneman Lake",34.778865,-111.517775,53.7,NA,NA,NA,1213.14285714286,2510,8,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328",10450,15970,"Farewell Lake",62.559145,-153.64882,400,NA,NA,NA,810,4270,13,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329",10453,15976,"Grandfather Lake",59.79623,-158.53995,35,NA,NA,NA,1613.75,3150,9,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330",10455,15980,"Ongivinuk Lake",59.56781,-159.357975,150,NA,NA,NA,3780,4370,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331",10457,15985,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",4750,8300,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332",10457,15986,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333",10457,15989,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",165,280,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334",10457,15992,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,-Inf,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335",10457,15995,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336",10457,15998,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,-Inf,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",10457,15999,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338",10457,16002,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,-Inf,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",10457,16003,"Itasca Bison Kill Site",47.19285,-95.2339,0,3,"Minimum info on site location. Description: bog","Pal",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340",10461,16009,"Pigeon Marsh",34.66359,-85.40132,NA,NA,NA,NA,-3908,11380,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341",10463,16012,"Torren's Bog",40.3563,-82.46925,NA,NA,NA,NA,1301.875,3000,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342",10464,16014,"Clear Lake",39.019645,-122.76535,16018.429253,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343",10465,16016,"Secret Valley Marsh",40.572,-120.26505,NA,NA,NA,NA,1976.75,2450,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",10469,16046,"Lower Lake",38.590035,-123.30498,0.2,NA,NA,NA,89.5,109,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",10473,16054,"Little Willow Lake",40.4115,-121.389935,7,NA,NA,NA,2692,4780,6,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346",10476,16061,"Cedar Lake",41.20728,-122.4971,3.1,NA,NA,NA,3405,4460,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347",10477,16063,"Elkhorn Slough",36.82535,-121.76415,NA,NA,NA,NA,1393.75,3470,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348",10478,16065,"CA-HUM-558 (Pilot Ridge)",40.6617,-123.6691,NA,NA,NA,NA,2315,2670,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349",10480,16069,"Preston Lake",38.850205,-123.015195,1.5,NA,NA,NA,1338,1338,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350",10481,16071,"Taylor Marsh",38.9375,-120.0597,NA,NA,NA,NA,1891,1891,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351",10482,16073,"Tule Lake",39.4896333333333,-123.03548,0.9,NA,NA,NA,3224.5,3400,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352",10483,16075,"Grass Lake",41.6496,-122.16715,342.5,NA,NA,NA,-2356.66666666667,15340,21,1,NA,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353",10500,16111,"Grays Lake",43.06619,-111.43795,8812.981682,2,"Confirmed lake basin: Beiswenger 1991",NA,3437.85714285714,16600,15,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354",10500,16113,"Grays Lake",43.06619,-111.43795,8812.981682,2,"Confirmed lake basin: Beiswenger 1991",NA,3943.33333333333,6440,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",10501,16115,"Los Penasquitos Lagoon",32.9311211111111,-117.25287,131.07466,NA,NA,NA,332.272727272727,2355,12,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",10506,16129,"Lima Bog",42.78895,-88.8432,210,2,"Site description: bog, estimated area 1.5x1.4","Pal",2042,4005,6,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357",10507,16131,"Mission Cross Bog",41.7847,-115.48365,8,NA,NA,NA,1166.42857142857,2430,8,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",10507,21844,"Mission Cross Bog",41.7847,-115.48365,8,NA,NA,NA,498.375,970,9,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359",10508,16133,"Ruby Marsh",41.13395,-115.5049,NA,NA,NA,NA,2323,6020,11,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360",10509,16135,"Awl Site midden",35.5166666666667,-116.633333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361",10509,16137,"Awl Site midden",35.5166666666667,-116.633333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362",10509,16139,"Awl Site midden",35.5166666666667,-116.633333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363",10509,16141,"Awl Site midden",35.5166666666667,-116.633333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364",10510,16143,"Nelson Basin midden",35.35,-116.733333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365",10510,16145,"Nelson Basin midden",35.35,-116.733333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366",10510,16147,"Nelson Basin midden",35.35,-116.733333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367",10510,16149,"Nelson Basin midden",35.35,-116.733333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368",10510,16151,"Nelson Basin midden",35.35,-116.733333333333,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
