"stid","dsid","name","area","edited","notes","type","avg_int","max_int","controls","Core.top","Biostratigraphic..pollen","Radiocarbon","Radiocarbon..average.of.two.or.more.dates","Deglaciation","Guess","Tephra","Radiocarbon..reservoir.correction","Extrapolated","Core.bottom","Annual.laminations..varves.","Interpolated","Other.dating.methods","Radiocarbon..calibrated","Sediment.stratigraphic","Ambrosia.rise","X23","European.settlement.horizon","Lead.210","Introduced.Pinus.rise","Tsuga.decline","Radiocarbon..calibrated.from.calendar.years","Radiocarbon..infinite","Heinrich.stadials","Interpolated..corrected.for.compaction","Stratigraphic","Picea.decline","Historical.fire","Historical.documentation","Biostratigraphic","Casuarina.rise","Caesium.137","Salsola.rise","Geochronologic","Marine.isotope.stage.event","X","Y","geometry"
1533,1571,"Lac Louis",17.22,1,"Confirmed site with Google Earth, changed area","NA",2267.5,4135,5,1,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-79.116667,47.2875,"c(-79.116667, 47.2875)"
1534,1572,"Lac à Magie",0.6612,1,"Confirmed site with Google Earth, changed area","NA",953.333333333333,1660,4,"NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-66.079167,44.263889,"c(-66.079167, 44.263889)"
1543,1583,"Lake A",22.4760322076413,"NA","NA","NA",5780,11510,3,1,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-105.725,53.2375,"c(-105.725, 53.2375)"
1546,1586,"Lake B",18.0562057124664,"NA","NA","NA",5130,10210,3,1,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-106.079167,53.8,"c(-106.079167, 53.8)"
1547,1587,"Lake BN7",35.5993158577564,"NA","NA","NA",1635,2430,5,1,"NA",3,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-73.516667,55.009167,"c(-73.516667, 55.009167)"
1549,1590,"Lake CH2",12,3,"Area given in publication (600x200m), Unable to confirm lake site","NA",1276.66666666667,1860,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-74.583333,49.683333,"c(-74.583333, 49.683333)"
1553,1594,"Lake GB1",5.026457703319,"NA","NA","NA",1883.33333333333,2380,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.248889,55.110833,"c(-75.248889, 55.110833)"
1560,1604,"Lake PWWL",30.1612764089314,"NA","NA","NA",1809,2520,6,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-98.538889,73.591389,"c(-98.538889, 73.591389)"
1561,1606,"Lake QC",2.39604921757657,"NA","NA","NA",2866.66666666667,3590,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.698333,46.828333,"c(-80.698333, 46.828333)"
1566,1611,"L'Anse aux Meadows Site",2.24,1,"Confirmed site with pub. and Google Earth, changed area","NA",809.666666666667,1161,4,1,"NA",2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-55.55,51.573333,"c(-55.55, 51.573333)"
1571,1617,"Lateral Pond",3.5,2,"Site's in the right place.","Lacu",3506.75,6827,5,1,"NA",2,"NA",1,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-135.514167,65.942222,"c(-135.514167, 65.942222)"
1576,1622,"Leading Tickles",777137.356408747,"NA","NA","NA",2646.4,4232,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-55.473056,49.471389,"c(-55.473056, 49.471389)"
1579,1626,"Lac à Léonard",0.8349,1,"Confirmed site with publication, Changed area","NA",1808,3190,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-65.812778,49.207778,"c(-65.812778, 49.207778)"
1591,1640,"Little Lake",2.9737411173624,"NA","NA","NA",1800,2880,8,1,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-66.713325,45.143555,"c(-66.713325, 45.143555)"
1594,1644,"Little Round Lake",14.87,1,"Confirmed site with Google Earth, changed area","NA",2750,5600,5,1,3,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-76.683056,44.8,"c(-76.683056, 44.8)"
1599,1650,"Lake Hope Simpson",65,3,"Area given in publication, Unable to confirm lake site","NA",1733.33333333333,3110,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-56.433333,52.45,"c(-56.433333, 52.45)"
1605,1656,"Lofty Lake",53.9303050307485,"NA","NA","NA",1902.5,3475,7,1,"NA",5,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-112.480833,54.725278,"c(-112.480833, 54.725278)"
1638,1693,"Maligne Lake",5096.9,1,"Confirmed lake, changed area","NA",3780,4160,3,1,"NA",1,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-117.616667,52.733333,"c(-117.616667, 52.733333)"
1646,1701,"Maplehurst Lake",8.19087128610197,"NA","NA","NA",2500,5230,6,1,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.659722,43.225,"c(-80.659722, 43.225)"
1647,1703,"Lac Marcotte",3.8,1,"Confirmed area with publication, Confirmed site with Google Earth","NA",2200,4040,6,1,"NA",4,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.422778,47.077778,"c(-71.422778, 47.077778)"
1648,1704,"M Lake",69.288,1,"Confirmed site with publication, Changed area","NA",2265,3550,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-133.466667,68.266667,"c(-133.466667, 68.266667)"
1649,1705,"Marion Lake",13.9067325313856,"NA","NA","NA",1543.75,4705,9,1,"NA",7,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.547222,49.308333,"c(-122.547222, 49.308333)"
1657,1713,"Dauphinais",0.5,1,"Found based on description & map.  Not publication.","Lacu","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.99,46.8,"c(-72.99, 46.8)"
1660,1716,"Sud du Lac du Noyer",0.8484,1,"Confirmed site with publication, Change area","NA",1934,5145,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.837778,46.787778,"c(-72.837778, 46.787778)"
1662,1718,"Mayflower Lake",6.788,1,"Confirmed site with Google Earth, changed area","NA",783.333333333333,1326,4,"NA",2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-66.070833,45.302778,"c(-66.070833, 45.302778)"
1663,1719,"McCarston's Lake",1190833.04273877,"NA","NA","NA",2205,6430,5,1,2,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.09,45.05,"c(-80.09, 45.05)"
1668,1724,"McMaster Lake",9.7463787033395,"NA","NA","NA",2266.66666666667,3900,4,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.583333,64.133333,"c(-110.583333, 64.133333)"
1698,1754,"Lac Mimi",4.72842263559373,"NA","NA","NA",1916.66666666667,7700,7,1,"NA",5,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-70.375833,47.496944,"c(-70.375833, 47.496944)"
1762,1820,"Nutt Lake",15.8,1,"Moved point, confirmed in publication, area is twice as large as reported","Lac",995.4,1490,11,1,"NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-79.45,45.216667,"c(-79.45, 45.216667)"
1763,1821,"Northwest River Pond",0.8,1,"Some uncertainty, another lake lies nearby & this assumes part of NW River town is new.","Lacu",4775,4775,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-60.166667,53.516667,"c(-60.166667, 53.516667)"
1770,1829,"Oliver Pond",3.73235559607392,0,"NA","NA",2746.66666666667,4150,4,1,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.323889,48.422222,"c(-89.323889, 48.422222)"
1782,1841,"Lac Ouellet",6.237,2,"Confirmed site with Google Earth, changed area","NA",3000,4750,5,1,"NA",3,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-68.943889,47.532778,"c(-68.943889, 47.532778)"
1799,1861,"Pasqua Lake",694.359259549014,"NA","NA","NA",80,80,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-104,50.78,"c(-104, 50.78)"
1800,1862,"Pass Lake",26.0973512628386,"NA","NA","NA",2500,5070,5,1,"NA",2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-88.74,48.56,"c(-88.74, 48.56)"
1823,16231,"Perch Lake",31,1,"Moved based on paper & google map search.","Lacu",1231,2020,9,1,"NA",7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-77.34,46.03,"c(-77.34, 46.03)"
1824,1888,"Perch Lake",4.60424988296704,"NA","NA","NA",1774.66666666667,2180,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-100.898889,51.651389,"c(-100.898889, 51.651389)"
1840,1904,"Pink Lake",23,2,"Confirmed site with Google Earth, Changed area","NA",2657.5,5800,5,1,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.808333,45.469444,"c(-75.808333, 45.469444)"
1842,1906,"Pixie Lake",5.9,1,"Paper reports 5.3ha, measured with google.","Lacu",1629.375,2815,9,1,"NA",7,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-124.196667,48.596389,"c(-124.196667, 48.596389)"
1893,1957,"Lac Pluvieux",11.118672797511,"NA","NA","NA",6430,6430,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-69.352778,47.843889,"c(-69.352778, 47.843889)"
1900,1965,"Porqui Pond",4.57871923777769,"NA","NA","NA",2706,4330,6,1,1,3,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-79.78,44.93,"c(-79.78, 44.93)"
1912,1978,"Princeville",13.32,2,"Confirmed site, Changed area","NA",4400,4500,3,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.935833,46.145833,"c(-71.935833, 46.145833)"
1915,1981,"Point Escuminac",958527.73611147,"NA","NA","NA",467.826086956522,1860,24,1,1,21,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-64.8,47.075,"c(-64.8, 47.075)"
1946,2015,"Rivière-aux-Feuilles 2",3.94435334500967,"NA","NA","NA",813.333333333333,1795,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.95,58.216944,"c(-71.95, 58.216944)"
1980,2054,"Reindeer Lake",3278.22949465107,"NA","NA","NA",2920,6930,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-132.166667,69.116667,"c(-132.166667, 69.116667)"
2189,2265,"Lac à Robin",6.26552127639832,"NA","NA","NA",2600,3310,6,1,"NA",4,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-65.266944,48.051944,"c(-65.266944, 48.051944)"
2190,2266,"Robinson's Pond",12.29,1,"Confirmed site, changed area","NA",5665,6210,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-58.8,48.26,"c(-58.8, 48.26)"
2209,2286,"Lac Romer",25,1,"Gave it a nudge, but modern development around the lake may have changed its size.","Lacu",1730,3240,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-73.330833,45.963889,"c(-73.330833, 45.963889)"
2240,2319,"Lac au Sable",266.9,1,"Confirmed site with Google Earth, changed area","NA",895,1770,5,"NA","NA",3,"NA",1,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-66.216667,51.4,"c(-66.216667, 51.4)"
2257,2337,"Sandy Cove Pond",109,1,"Moved based on map & text description in paper.","Lacu",1518.33333333333,2270,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-57.716667,54.4,"c(-57.716667, 54.4)"
2267,2347,"Lake Site South Burin Peninsula",7.32288352192198,"NA","NA","NA",1350,2100,3,"NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-55.6125,46.919444,"c(-55.6125, 46.919444)"
2268,2348,"SC1 Pond",814752.967484784,"NA","NA","NA",2393.33333333333,3460,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-131.906667,54.416667,"c(-131.906667, 54.416667)"
2290,2372,"Sewell Lake",145.234176264181,"NA","NA","NA",10700,10700,2,1,"NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-99.5763,49.84135,"c(-99.5763, 49.84135)"
2296,2378,"Mont Shefford",1.3,1,"Minor nudge.","Lac",1140,2385,11,1,"NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.584722,45.358889,"c(-72.584722, 45.358889)"
2300,2382,"Shouldice Lake",26.7970748493721,"NA","NA","NA",1878,3570,6,1,3,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.416667,45.15,"c(-81.416667, 45.15)"
2496,2580,"Snowshoe Lake",8,3,"Confrimed area with publication, Not enough info to confirm site of lake","NA",2086.6,3523,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-120.666667,57.45,"c(-120.666667, 57.45)"
2515,2602,"Lac Saint-Jean",100300,2,"Not sure why this didn't work","Lacu","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72,48.5,"c(-72, 48.5)"
2515,3778,"Lac Saint-Jean",100300,2,"Not sure why this didn't work","Lacu","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72,48.5,"c(-72, 48.5)"
2516,2603,"Saint John Island Pond",220105.742608469,"NA","NA","NA",3260,5450,3,1,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-58.916667,53.95,"c(-58.916667, 53.95)"
2522,2611,"Sulphur Lake",144.807233645453,"NA","NA","NA",2013,4940,6,1,"NA",1,"NA","NA","NA",1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-137.957778,60.95,"c(-137.957778, 60.95)"
2526,2615,"Surprise Lake",0.37,2,"Confirmed Site from publication and Google Earth, Changed Area","NA",1875.5,3160,7,1,"NA",5,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.562125,49.31969,"c(-122.562125, 49.31969)"
2556,2647,"Toboggan Lake",0.5,1,"Nudged the lake,","Lacu",2087,3865,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-114.59946,50.815305,"c(-114.59946, 50.815305)"
2569,2661,"Tuktoyaktuk 5",1.4505,1,"Confirmed site with publication, changed area","NA",2583.6,3648,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-133.45,69.05,"c(-133.45, 69.05)"
2577,2671,"Lac Turcotte",25.192,1,"Confirmed site with Google Earth, changed area","NA",2200,4730,6,1,"NA",4,"NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-65.762778,49.157778,"c(-65.762778, 49.157778)"
2787,2882,"Tyrrell Lake",72.1777877582428,"NA","NA","NA",2557,5818,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-135.655556,66.05,"c(-135.655556, 66.05)"
2793,2890,"Upper Mallot Lake",73.49,1,"Confirmed site with Google Earth, changed area","NA",2100,4600,6,1,1,3,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.258333,47.308333,"c(-84.258333, 47.308333)"
2825,2922,"Walker Lake",0.38,1,"Confirmed site and area with publication","NA",2457.4,4147,6,1,"NA",4,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-124.002222,48.529167,"c(-124.002222, 48.529167)"
2852,2949,"Weslemkoon Lake",1858.76776992127,"NA","NA","NA",1800,3050,3,"NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-77.433333,45.033333,"c(-77.433333, 45.033333)"
2852,3839,"Weslemkoon Lake",1858.76776992127,"NA","NA","NA",2250,3270,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-77.433333,45.033333,"c(-77.433333, 45.033333)"
2943,3041,"Wylde Bog",1425,2,"Confirmed site with Google Earth, changed area","NA",2707.5,4330,5,1,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.4,43.9,"c(-80.4, 43.9)"
2944,3042,"Wylde Lake",6.71725084196078,"NA","NA","NA",2707.5,4390,5,1,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.4,43.91,"c(-80.4, 43.91)"
2949,3048,"Yesterday Lake",57.7515256436058,"NA","NA","NA",3344,6402,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-119.483333,56.766667,"c(-119.483333, 56.766667)"
2959,3058,"Basswood Road Lake/Splan Pond",4,1,"Just off from site, checked against published lake area","Lacu",1750,2880,8,1,1,"NA","NA","NA","NA","NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-67.330556,45.255556,"c(-67.330556, 45.255556)"
2959,3775,"Basswood Road Lake/Splan Pond",4,1,"Just off from site, checked against published lake area","Lacu",702.5,1260,5,"NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-67.330556,45.255556,"c(-67.330556, 45.255556)"
6519,10981,"Little Dyke Lake",5,"NA","NA","NA",3010,10360,5,1,"NA",3,"NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-63.55975,45.3855,"c(-63.55975, 45.3855)"
9753,14426,"Chappice Lake",200.487957944976,"NA","NA","NA",64,64,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.363545,50.16549,"c(-110.363545, 50.16549)"
