stid,site.name,lat,long,area,type
14056,Sunwapta Pass Bog 1,52.214259999999996,-117.181465,2,Palu
296,Boone Lake,55.575,-119.433333,167,Lacu
788,East Sooke Fen,48.351944,-123.681667,0.1,NA
805,Fiddler's Pond,56.25,-121.42,5.46,NA
2496,Snowshoe Lake,57.45,-120.666667,8,NA
2825,Walker Lake,48.529167,-124.002222,0.38,NA
10153,Pyrola Lake,50.183195,-127.69799499999999,1,Lacu
10171,Berendon Fen,56.24278,-130.055465,33,Palu
13682,Drizzle Bog,53.935385,-132.10562,2.5,Palu
810,Beaverhouse Lake,54.742222,-101.681667,7.2,Lacu
1662,Mayflower Lake,45.302778000000004,-66.070833,6.788,NA
2959,Basswood Road Lake/Splan Pond,45.255556,-67.330556,4,Lacu
24,Alexander Lake,53.333333,-60.583333,38,Lacu
27,Aliuk Pond,54.583333,-57.366667,9.1,Lacu
297,Border Beacon,55.333333,-63.2,130,NA
334,Caribou Hill,55.666667,-63.25,65,NA
1566,L'Anse aux Meadows Site,51.573333,-55.55,2.24,NA
1599,Lake Hope Simpson,52.45,-56.433333,65,NA
1763,Northwest River Pond,53.516667,-60.166667,0.8,Lacu
2190,Robinson's Pond,48.26,-58.8,12.29,NA
2257,Sandy Cove Pond,54.4,-57.716667,109,Lacu
1534,Lac à Magie,44.263889,-66.079167,0.6612,NA
248,Bell's Lake,65.016667,-127.483333,1.2,NA
1408,Keele Lake,64.166667,-127.616667,9,NA
1648,M Lake,68.266667,-133.466667,69.288,NA
2569,Tuktoyaktuk 5,69.05,-133.45,1.4505,NA
13572,Lake JR01,69.9,-95.07,24,Lacu
219,Axe Lake,45.38,-79.51,508.17,NA
235,Lac Bastien,46.4,-78.916667,19.23,NA
507,Crawford Lake,43.5,-79.83,2.2,Lacu
1072,High Lake,44.516667,-76.6,2.5,Lacu
1416,Marais de Keswick,44.195833,-79.512778,150,Palu
1594,Little Round Lake,44.8,-76.683056,14.87,NA
1762,Nutt Lake,45.216667,-79.45,15.8,Lacu
2793,Upper Mallot Lake,47.308333,-84.258333,73.49,NA
2943,Wylde Bog,43.9,-80.4,1425,NA
10108,Crawford Bog,43.4665277777778,-79.9491666666667,0.6,Palu
10286,Albany River Bog,51.435,-83.6175,4800,Palu
10300,Belec Lake Bog,51.6175,-82.293,893,Palu
10303,Oldman Bog,51.0289,-84.488,6100,Palu
13980,Tawny Pond,44.8163888888889,-77.18251,44,Lacu
208,Lac à l'Ange,47.481667,-70.684722,5.8,Lacu
217,Lac des Atocas,45.543056,-73.311111,0.6,Lacu
304,Brisay 2,54.355833,-70.357778,2,Lacu
319,Lac à la Busque,46.279167,-70.595833,23,Lacu
322,Saint-Calixte,45.961111,-73.868056,2.39,NA
332,Lac Caribou,48.197778,-64.94,2.6,Lacu
338,Lac Castor,46.613889,-72.998611,0.8,Lacu
361,Chism 1,54.799444,-76.145556,1.8,Lacu
362,Chism 2,53.090833,-76.339167,4.7,Lacu
496,Lac Côté,48.966944,-65.95,31,Lacu
498,Tourbière de Lanoraie COTEAU JAUNE,45.960833,-73.341944,340,Palu
533,Daumont,54.883333,-69.4,2,Lacu
658,Delorme 1,54.418889,-69.918889,0.6,Lacu
798,Tourbière de Farnham,45.282778,-72.982778,410,NA
1531,Lac Colin,46.716667,-70.3,20.583,NA
1533,Lac Louis,47.2875,-79.116667,17.22,NA
1549,Lake CH2,49.683333,-74.583333,12,NA
1579,Lac à Léonard,49.207778,-65.812778,0.8349,NA
1647,Lac Marcotte,47.077778,-71.422778,3.8,NA
1657,Dauphinais,46.8,-72.99,0.5,Lacu
1660,Sud du Lac du Noyer,46.787778,-72.837778,0.8484,NA
1782,Lac Ouellet,47.532778,-68.943889,6.237,NA
1840,Pink Lake,45.469444,-75.808333,23,NA
1912,Princeville,46.145833,-71.935833,13.32,NA
2209,Lac Romer,45.963889,-73.330833,25,Lacu
2240,Lac au Sable,51.4,-66.216667,266.9,NA
2515,Lac Saint-Jean,48.5,-72,100300,Lacu
2577,Lac Turcotte,49.157778,-65.762778,25.192,NA
2854,Whitney's Gulch,51.516667,-57.3,72,Lacu
13910,Petit lac Bouchard,48.93859500000001,-64.59709000000001,2.8,NA
527,Cycloid Lake,55.266667,-105.266667,20,NA
10143,Gaff Lake,49.46834,-109.67135999999999,2,Lacu
11747,Lake A,55.33119,-105.05531500000001,20,Lacu
970,Hail Lake,60.033333,-129.016667,1,Lacu
972,Hanging Lake,68.383333,-138.383333,57,Lacu
1074,Honeymoon Pond,64.633333,-138.4,0.5,Lacu
1571,Lateral Pond,65.942222,-135.514167,3.5,Lacu
10176,Two Horsemen Pond,60.850205,-135.76908500000002,0.5,Lacu
10209,Long Last Lake,61.564,-137.2285,1,Lacu
13477,Dragonfly Lake,60.812585,-135.34124500000001,6,Lacu
13482,Salmo Lake,60.445535,-133.561605,2.5,Lacu
2551,Tiinkdhul Lake,66.583333,-143.15,5238,NA
2857,Wien Lake,64.333333,-151.266667,5945.25,NA
10083,Code Lake,67.15791999999999,-151.85999500000003,61,Lacu
10100,Ruppert Lake,67.07084,-154.24498499999999,31,Lacu
10101,Wild Tussock Lake,67.12648,-151.38361500000002,80,Lacu
10345,Dune Lake,64.42099999999999,-149.897625,45,Lacu
10450,Farewell Lake,62.559145,-153.64882,12,Lacu
11571,Idavain Lake,58.77229444444445,-155.94509499999998,48,Lacu
11575,Sands of Time Lake,66.029335,-147.55331,58,Lacu
11580,St. Lawrence Section 2,63.6672222222222,-171.5479166666665,87,Palu
11643,McCall Glacier,69.2950361111111,-143.790030555556,84,Glac
11854,Mitkof Island,56.81157,-132.93624,51,Palu
13690,Screaming Lynx Lake,66.068205,-145.405555,3.1,Lacu
10204,Flycatcher Basin,41.015,-121.573,1.2,NA
10243,Hual Cu Cuish Meadow,32.967,-116.583,87,Palu
10410,Tulare Lake,36.052,-119.78,22e4,Lacu
10465,Secret Valley Marsh,40.572,-120.26505,125.9,NA
10520,China Camp,38.0075,-122.49333333333351,46,Palu
2503,Splains Gulch,38.832778,-107.068889,30.24,NA
2957,Como Lake,37.55,-105.5,2.9588,NA
558,Mohawk Pond,41.81115,-73.292685,6.945223,Lacu
2194,Rogers Lake,41.3525,-72.29915,113.05959800000001,Lacu
9708,Linsley Pond,41.317115,-72.784335,9.3,Lacu
9947,Burnt Knob Lake,45.706945000000005,-114.9829,3.5,Lacu
9985,Hoodoo Lake,46.320235,-114.65153,3.5,Lacu
10279,McCall Fen,44.9253,-116.0483,17.6132,NA
10299,Bear Lake,41.98435,-111.33339,28331.45035,Lacu
10500,Grays Lake,43.06619,-111.43795,8812.981682,NA
13627,Plan B Pond,42.41874,-111.77765,2.5,Lacu
13695,Star Meadows,46.51655,-114.683705,3.2,NA
364,Chatsworth Bog,40.675865,-88.324435,3.7,Palu
2283,Seminary School Basin,38.8975,-89.178611,0.7,NA
2822,Volo Bog,42.35154,-88.18475,0.1,Palu
10283,Southern Lake Michigan,41.8505,-87.345,5784291.830007,Lacu
10413,Crystal Lake,42.234015,-88.357005,93.10000000000001,Lacu
10543,McDonough Lake,38.70616,-90.01835,24.6,Lacu
479,Clear Lake,41.638535,-86.544595,20.998048,NA
1081,Howes Prairie Marsh,41.65,-87.072222,75,Palu
1902,Portage Marsh,41.576111,-87.2225,6.730029,Palu
1989,Rhule Fen,39.953611,-85.741667,3.992798,Palu
2954,Pretty Lake,41.583056,-85.25,74.5,Lacu
10003,Appleman Lake,41.623285,-85.212085,21,Lacu
10128,Cowles Bog,41.6355,-87.0945,6.370325999999999,Palu
10129,Pinhook Bog,41.614990000000006,-86.84671,38.996263,Palu
10137,Miller Woods Pond 21,41.61189,-87.27349,1.290038,Lacu
10138,Miller Woods Pond 32,41.60682,-87.282385,1.972881,Lacu
10139,Miller Woods Pond 44,41.604275,-87.293135,0.876784,Lacu
10141,Miller Woods Pond 51,41.603004999999996,-87.285365,0.468825,Lacu
13350,Spicer Lake,41.75738,-86.52208,5,Lacu
478,Clear Lake,43.12507,-93.42973,1469.8,Lacu
333,Caribou Bog,44.93672,-68.77344,780,Palu
941,Gould Pond,44.983333,-69.316667,3.2,Lacu
1643,Mansell Pond,45.041667,-68.733333,4,Lacu
1716,Moulton Pond,44.6275,-68.639167,22,NA
9866,Big Reed Pond Hollow,46.35065,-69.05170000000001,0.6,NA
9889,Blackwoods Hollow,44.313195,-68.22364,0.32,NA
9890,Buckley Pond Hollow,46.334815,-69.049415,2e-4,NA
9891,Isle au Haut North Hollow,44.0651,-68.6354,7.5e-4,Hollow
9892,Isle au Haut South Hollow,44.031825,-68.630365,1e-4,NA
9893,Roque Island Hollow,44.573075,-67.53069500000001,0.09,Hollow
9894,Schoodic Peninsula Hollow,44.37328,-68.0726,0.03,NA
254,Berry Pond,42.5,-73.316667,3.9,Lacu
562,Tom Swamp,42.516667,-72.2125,57.199999999999996,Palu
753,Duck Pond,41.9327,-70.0005,5.1,Lacu
942,Gould's Bog,42.533333,-72.183333,0.05,Palu
1759,North Pond,42.65,-73.05,15.08,NA
2554,Titicut Swamp,41.95,-71.033333,70.8,NA
2860,Windsor Pond,42.53693,-72.980005,18.9,Palu
2862,Winneconnet Pond,41.966667,-71.116667,96.44,NA
3529,Aino Pond,42.679722,-71.926667,1.8,Lacu
3530,Dead Frog Pond,42.574444,-72.508611,0.02,Palu
6510,Hemlock Hollow,42.5375,-72.178,0.006,Hollow
10020,Round Pond,41.970780000000005,-70.010335,1.6,Lacu
10021,Deep Pond,41.739125,-69.992095,1,Lacu
10023,Icehouse Pond,41.797995,-69.960575,1.8,Lacu
10025,Eagle Pond,41.6982,-70.13606,4,Lacu
10026,Jemima Pond,41.82961,-69.9847,2.2,Lacu
10028,Sandy Hill Pond,41.689985,-70.36407,2.4,Lacu
10029,Fresh Pond,41.594120000000004,-70.532835,5.3,Lacu
10076,Makepeace Cedar Swamp,41.936189999999996,-70.75736,21,Palu
10172,Black Gum Swamp,42.5375,-72.18289999999999,10,Palu
10362,Lily Pond,42.417875,-72.34693,3,Lacu
10433,Green Pond,42.56705,-72.51079999999999,5,Lacu
10434,Lily Warwick,42.68839,-72.337185,0.8,Lacu
10435,Little Mirror Lake,42.524435,-71.60848,5,Lacu
10437,Otter Pond,42.654849999999996,-72.53318999999999,3.1,Lacu
10438,Silver Lake,42.600775,-72.22854,7.1,Lacu
13629,Quag Pond,42.56725,-71.95695,0.8,Lacu
13630,Little Bolton,42.422200000000004,-71.58734999999999,5,Lacu
13633,Snake Pond,42.55585,-72.01640499999999,5,Lacu
13635,Lake Pleasant,42.5604,-72.513,20,Lacu
205,Andrus Lake,46.7,-85.040278,13.4,Lacu
325,Camp 11 Lake,46.666667,-88.016667,1.5,Lacu
1486,Kitchner Lake,45.666667,-87.455,4,Lacu
1540,Lake Sixteen,45.6,-84.316667,55,Lacu
1541,Lake 27,45.066667,-84.783333,45,Lacu
1613,Lost Lake,46.719435000000004,-87.97207,1,Lacu
1669,McNearny Lake,46.427222,-84.958333,51,Lacu
2239,Ryerse Lake,46.131944,-85.179167,8.200000000000001,NA
2502,Spirit Lake,46.47,-86.958333,6,Lacu
2864,Wintergreen Lake,42.4,-85.383333,14.5,Lacu
2934,Wolverine Lake,46.429167,-85.661111,2.9,NA
2948,Yellow Dog Pond,46.75,-87.95,1.5,Lacu
2956,Canyon Lake,46.833333,-87.921389,3,Lacu
7529,Little Dollar Lake,46.186,-85.3082,9.02,Lacu
8559,Irwin Smith Bog,45.0265,-83.61,65,Palu
8586,Glimmerglass Lake,46.21517,-89.32082,9.966123,Lacu
9738,Tower Lake,46.542635000000004,-86.037795,2.6,Lacu
9993,Nelson Lake,46.2287,-85.380295,10.5,Lacu
10034,Mud Lake,47.129415,-88.3169877777778,72,Lacu
10036,Lily Lake,47.911995000000005,-89.0908,1.5,Lacu
10163,East Soldier Lake,46.34668,-84.857625,3.7,Lacu
10164,Guard Lake,46.12683,-84.77968,7.9,Lacu
10239,Cowden Lake,43.35538,-85.35679999999999,51.7,Lacu
10242,Hicks Lake,44.022755000000004,-85.28332499999999,62.7,Lacu
10251,Morrison Lake,42.861000000000004,-85.2115,131,Lacu
10316,Buck Lake,46.520515,-86.35387,614.1,NA
10428,Kerr Lake,46.24378,-89.2758,3.2,Lacu
10429,Crooked Lake,46.24525,-89.29409,251.9,Lacu
10430,Jay Lake,46.234350000000006,-89.28155000000001,2.8,Lacu
11610,Lorraine Lake,46.144684999999996,-86.48299,4,Lacu
11611,Penegor Lake,46.61506,-88.86036,4.5,Lacu
13528,South Rhody peatland,46.565795,-86.0752,4.5,NA
13582,Minden Bog,43.60373,-82.86388,8300,Palu
30,Almora Lake,46.206111,-95.293611,16.2,Lacu
204,Andree Bog,45.725,-93.25,258.9,Palu
238,Black Bass Lake,46.128056,-93.703889,13.4,Lacu
245,Beckman Lake,45.425,-93.183333,9.5,Lacu
266,Big John Pond,47.559174999999996,-94.970775,1.9,Lacu
269,Billy's Lake,46.270579999999995,-94.55155500000001,2.7,Lacu
290,Bob Lake,46.633611,-92.614722,30.8,Lacu
291,Bog A Pond,47.17548,-95.16745499999999,0.8,Lacu
299,Bossuot Lake,44.296475,-93.73571000000001,40.1,Lacu
307,"Brown's Bay, Lake Minnetonka",44.95769,-93.545105,5573,Lacu
318,Burntside Lake,47.924167,-91.994722,2918.142139,Lacu
327,Campbell Lake,44.70722,-93.497645,21.7,Lacu
371,Cindy Pond,47.172305,-94.938965,1.2,Lacu
502,Cottonwood Lake,45.76101,-96.01988,100.1,Lacu
508,Crazy Pond,47.182465,-95.73495,3.2,Lacu
755,Dunnigan Lake,47.708333,-91.641667,33,Lacu
767,Eggert Lake,44.47012,-93.619035,20.9,Lacu
799,Farquar Lake,44.75815,-93.16449,25.3,Lacu
801,Fawn Lake,46.218889,-94.753333,48.9,Lacu
824,French Lake,44.945765,-94.42074,17.8,Lacu
841,George Lake,44.2329,-93.87066,35,Lacu
959,Grice Pond,47.2036,-95.755515,9.1,Lacu
999,Hemo Pond,47.133,-95.47461,15.2,Lacu
1076,Blocknic Lake [Horse Pond],47.181535,-95.86866,6.9,Lacu
1077,Horseshoe Lake,45.460278,-93.047778,42.6,Lacu
1078,Hostage Lake,46.55,-94.133333,4.6,Lacu
1105,Hustler Lake,48.233333,-92.158333,109,Lacu
1119,Irvin Lake,47.135556,-93.643611,2.6,Lacu
1359,Jones Lake,45.428085,-93.98147499999999,28.4,Lacu
1409,Kegan Lake,44.75836,-93.11674,11.4,Lacu
1514,Kryzewinski Lake,46.353333,-92.870278,4.3,Lacu
1526,Kylen Lake,47.35,-91.8,3.5,Lacu
1544,Lake Ann,45.425,-93.6875,58.5,Lacu
1548,Lake Carlson,44.79985,-93.15975,4.722837,Lacu
1564,Lamb Lake,48.165278,-92.107222,39.800000000000004,NA
1582,Lewis Lake,45.749444,-93.364167,71,Lacu
1590,Little Bass Lake,47.286,-93.600465,63.9,NA
1630,Lake Mabel,44.36044,-93.61535,39.72415,Lacu
1652,Martin Pond,47.173975,-94.94396499999999,0.1,NA
1720,Mud Lake,44.226105000000004,-93.829815,52.2,Lacu
1721,Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,28.499999999999996,Lacu
1724,Murphy Lake,44.711625,-93.341105,19.1,Lacu
1729,Myrtle Lake,47.982605,-93.3853,67,Lacu
1735,Nels Lake,48.033333,-91.9,71,Lacu
1736,Nelson Pond,46.40707,-92.68658500000001,0.9,Lacu
1764,Lake Ogechie,46.133333,-93.783333,158.9,Lacu
1772,Ondris Pond,46.341585,-94.408,0.8,Lacu
1814,Pogonia Bog Pond,45.03503,-93.6305,0.9122,NA
1815,Third Lake,48.098755,-92.010535,17.299999999999997,Lacu
1820,Pennington Lake,45.780556,-93.273056,51.5,Lacu
1827,Peterson Slough,46.966667,-95.316667,1,Palu
1891,Pleasant Lake,44.605869999999996,-93.563475,111.7,Lacu
1901,Portage Lake,47.081,-94.113,61.3,Lacu
1978,Reichow Pond,47.190745,-95.77364,2.8,Lacu
1979,Reidel Lake,46.211944,-95.284167,4.100000000000001,Lacu
1991,Rice Lake,46.922222,-95.575,105.3,Lacu
2235,Rutz Lake,44.87083,-93.85897499999999,21.9,Lacu
2273,Sedivy Lake,47.208889,-95.833333,12,Lacu
2293,Shagawa Lake,47.916667,-91.866667,943.4194339999999,Lacu
2301,Silver Lake,44.895835,-94.20414,179.29999999999998,Lacu
2497,Solum Lake,46.662222,-96.25,27.900000000000002,Lacu
2501,Spectacle Lake,45.572222,-93.408333,99.1,Lacu
2514,St. Catherines Lake,44.626875,-93.43352,47.599999999999994,Lacu
2518,Stone Lake,45.4,-93.522222,15.299999999999999,Lacu
2524,Sunfish Lake,44.874722,-93.1,18.3,Lacu
2548,Quallen Lake [Terhell Pond],47.19324,-95.786645,11,Lacu
2550,Thompson Pond,47.19482,-96.09332,3.2,Lacu
2557,Toenjes Lake,45.408950000000004,-93.98171500000001,3.5,Lacu
2786,Twin Lakes,45.848889,-93.167778,9.9,Lacu
2792,Upper Graven Lake,46.184444,-95.306944,7.000000000000001,Lacu
2849,Weber Lake,47.471667,-91.66,2.2,NA
2851,Wentzel's Pond,46.95,-94.95,3.51,Lacu
2855,White Lily Lake,46.086111,-93.102778,12,Lacu
2859,Willow River Pond,46.324304999999995,-92.78081,0.6,Lacu
6506,South Heron Lake,43.7195,-95.22800000000001,1080.6,Lacu
6511,Blomford Lake,45.4935,-93.1545,8.1,Lacu
6512,Fawn Lake,45.4072,-93.0532,21.4,Lacu
6513,Frovold Lake,45.377,-95.5625,26.200000000000003,Lacu
7531,Last Lake,45.45,-95.24005,13.600000000000001,NA
7532,Cottonwood Lake,44.6173,-95.68015,148.4,Lacu
7533,Monson Lake,45.324,-95.27935,82.19999999999999,NA
7534,Deans Lake,44.775279999999995,-93.44692,68.7,Lacu
7535,Lake Emily,44.30865,-93.91999999999999,99.3,Lacu
7537,Chub Lake,44.563500000000005,-93.218805,90.935553,Lacu
7538,Lake Rachel,45.80155,-95.55285,170.165472,Lacu
7539,Ziebell Lake,46.05545,-95.26345,9.700000000000001,NA
7540,Mud Lake,45.857600000000005,-95.46090000000001,33.4,NA
7541,Lybeck Lake,45.6745,-95.7125,30.7,NA
7542,Union Lake,45.81725,-95.34235,42.199999999999996,Lacu
7543,Albert Lea Lake,43.652550000000005,-93.28399999999999,1075.5,Lacu
7549,Everhart Lake,43.617599999999996,-93.43875,16.7,NA
8551,Sharkey Lake,44.5924,-93.4132,17.9,Lacu
8552,Kimble Pond,44.21895,-93.84015,4.3,Lacu
8565,Oak Glen Lake,43.92945,-93.0815,76.290614,Lacu
8566,Camp Lake,45.405950000000004,-95.39015,85.7,Lacu
9688,Bass Lake,45.19932,-94.87874500000001,19.7,Lacu
9735,Lake Sallie,46.771860000000004,-95.896225,508.5,Lacu
9762,Johnson Lake,45.44376,-95.272065,25.1,Lacu
9824,Lily Lake,44.19291,-93.63978,44.9,Lacu
9825,Kelly-Dudley Lake,44.354434999999995,-93.36593500000001,50,Lacu
9826,Martha Lake,45.141805,-93.73915,39.900000000000006,Lacu
9867,Minnreg,44.693385,-93.3212,15.4,Lacu
9869,Amber Lake,43.60715,-94.473645,73.5,Lacu
9870,Camp Lake,45.16204,-94.0929,48.3,Lacu
9871,Crystal Lake,44.333484999999996,-93.212125,13.8,Lacu
9872,Fish Lake,44.229535,-93.665425,29.799999999999997,Lacu
9873,Fish Lake,44.65162,-93.460155,68.89999999999999,Lacu
